Código,Nome,Conta Ascendente/Código,Conta Ascendente/Nome,Taxonomia,Tipo/Id.
27821,Outros devedores - Não corrente,2782,Outros devedores e credores - Não corrente,0,tko_account_pt_accounting.data_account_type_view
278211,Outros devedores - Não corrente (por parceiro),27821,Outros devedores - Não corrente,139,account.data_account_type_payable
278219,Outros devedores - Não corrente (outros),27821,Outros devedores - Não corrente,139,account.data_account_type_current_liabilities
27822,Outros credores - Não corrente,2782,Outros devedores e credores - Não corrente,0,tko_account_pt_accounting.data_account_type_view
278221,Outros credores - Não corrente (por parceiro),27822,Outros credores - Não corrente,139,account.data_account_type_payable
278229,Outros credores - Não corrente (outros),27822,Outros credores - Não corrente,139,account.data_account_type_current_liabilities
279,Perdas por imparidade acumuladas,27,Outras contas a receber e a pagar,0,tko_account_pt_accounting.data_account_type_view
2791,PIA - Adiantamentos a fornecedores de investimentos,279,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
27911,PIA - Adiant. a fornecedores de investimentos - Corrente,2791,PIA - Adiantamentos a fornecedores de investimentos,140,account.data_account_type_payable
27912,PIA - Adiant. a fornecedores de investimentos - Não corrente,2791,PIA - Adiantamentos a fornecedores de investimentos,141,account.data_account_type_payable
2792,PIA - Devedores por acréscimos de rendimento,279,Perdas por imparidade acumuladas,142,account.data_account_type_current_assets
2793,PIA - Activos por impostos diferidos,279,Perdas por imparidade acumuladas,143,account.data_account_type_current_assets
2794,PIA - Outros devedores,279,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
27941,PIA - Outros devedores - Corrente,2794,PIA - Outros devedores,144,account.data_account_type_current_assets
27942,PIA - Outros devedores -  Não corrente,2794,PIA - Outros devedores,145,account.data_account_type_current_assets
28,Diferimentos,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
281,Gastos a reconhecer,28,Diferimentos,0,tko_account_pt_accounting.data_account_type_view
2811,Encargos com desconto de obrigações,281,Gastos a reconhecer,146,account.data_account_type_current_assets
2812,Juros,281,Gastos a reconhecer,146,account.data_account_type_current_assets
2813,Seguros,281,Gastos a reconhecer,146,account.data_account_type_current_assets
2814,Rendas,281,Gastos a reconhecer,146,account.data_account_type_current_assets
2819,Outros,281,Gastos a reconhecer,146,account.data_account_type_current_assets
282,Rendimentos a reconhecer,28,Diferimentos,0,tko_account_pt_accounting.data_account_type_view
2821,Juros a receber,282,Rendimentos a reconhecer,147,account.data_account_type_current_liabilities
2822,Subsidios a receber,282,Rendimentos a reconhecer,147,account.data_account_type_current_liabilities
2829,Outros acréscimos de rendimentos,282,Rendimentos a reconhecer,147,account.data_account_type_current_liabilities
29,Provisões,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
291,Impostos,29,Provisões,148,account.data_account_type_current_liabilities
292,Garantias a clientes,29,Provisões,149,account.data_account_type_current_liabilities
293,Processos judiciais em curso,29,Provisões,150,account.data_account_type_current_liabilities
294,Acidentes trab. e doenç. prof.,29,Provisões,151,account.data_account_type_current_liabilities
295,Matérias ambientais,29,Provisões,152,account.data_account_type_current_liabilities
296,Contratos onerosos,29,Provisões,153,account.data_account_type_current_liabilities
297,Reestruturação,29,Provisões,154,account.data_account_type_current_liabilities
298,Outras provisões,29,Provisões,155,account.data_account_type_current_liabilities
3,INVENTÁRIO E ACTIVOS BIOLÓGICOS,0,Your Company,0,tko_account_pt_accounting.data_account_type_view
31,Compras,3,INVENTÁRIO E ACTIVOS BIOLÓGICOS,0,tko_account_pt_accounting.data_account_type_view
311,Mercadorias,31,Compras,156,account.data_account_type_current_assets
317,Devoluções de compras,31,Compras,0,tko_account_pt_accounting.data_account_type_view
3171,Devoluções de compras - Mercadorias,317,Devoluções de compras,159,account.data_account_type_current_assets
318,Descontos e abatimentos em compras,31,Compras,0,tko_account_pt_accounting.data_account_type_view
3181,Descontos e abatimentos em compras - Mercadorias,318,Descontos e abatimentos em compras,162,account.data_account_type_current_assets
32,Mercadorias,3,INVENTÁRIO E ACTIVOS BIOLÓGICOS,0,tko_account_pt_accounting.data_account_type_view
321,Mercadorias,32,Mercadorias,165,account.data_account_type_current_assets
325,Mercadorias em trânsito,32,Mercadorias,166,account.data_account_type_current_assets
326,Mercadorias em poder terceiros,32,Mercadorias,167,account.data_account_type_current_assets
329,Perdas por imparidade acumuladas,32,Mercadorias,0,tko_account_pt_accounting.data_account_type_view
3291,PIA - Mercadorias,329,Perdas por imparidade acumuladas,168,account.data_account_type_current_assets
3295,PIA - Mercadorias em trânsito,329,Perdas por imparidade acumuladas,169,account.data_account_type_current_assets
3296,PIA - Mercadorias em poder terceiros,329,Perdas por imparidade acumuladas,170,account.data_account_type_current_assets
36,Produtos e trabalho em curso,3,INVENTÁRIO E ACTIVOS BIOLÓGICOS,0,tko_account_pt_accounting.data_account_type_view
361,Produtos e trabalhos em curso,36,Produtos e trabalho em curso,193,account.data_account_type_current_assets
369,Perdas por imparidade acumuladas,36,Produtos e trabalho em curso,194,account.data_account_type_current_assets
38,Reclassificação e Regularização de Inventários,3,INVENTÁRIO E ACTIVOS BIOLÓGICOS,0,tko_account_pt_accounting.data_account_type_view
382,Mercadorias,38,Reclassificação e Regularização de Inventários,203,account.data_account_type_current_assets
386,Produtos e trabalho em curso,38,Reclassificação e Regularização de Inventários,207,account.data_account_type_current_assets
39,Adiantamento por conta de compras,3,INVENTÁRIO E ACTIVOS BIOLÓGICOS,0,tko_account_pt_accounting.data_account_type_view
391,Ad.p/cmp - Mercadorias,39,Adiantamento por conta de compras,209,account.data_account_type_current_assets
395,Ad.p/cmp - Produtos e trabalhos em curso,39,Adiantamento por conta de compras,213,account.data_account_type_current_assets
4,INVESTIMENTOS,0,Your Company,0,tko_account_pt_accounting.data_account_type_view
41,Investimentos financeiros,4,INVESTIMENTOS,0,tko_account_pt_accounting.data_account_type_view
411,Investimentos em subsidiárias,41,Investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
4111,Participações capital - método da equivalência patrimonial,411,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
41111,Participação de capital,4111,Participações capital - método da equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
41111001,"Fnyhow, Lda",41111,Participação de capital,216,account.data_account_type_non_current_assets
41111002,"Advanced Marathon, Lda",41111,Participação de capital,216,
41111003,Gal Ventures SA,41111,Participação de capital,216,
41111004,"Um Software Espetacular, SA",41111,Participação de capital,216,
41111005,"Patachou Retail, Lda",41111,Participação de capital,216,
41112,Goodwill,4111,Participações capital - método da equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
41112001,"Fnyhow, Lda",41112,Goodwill,217,account.data_account_type_non_current_assets
4112,Participações capital - outros métodos,411,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
4112001,"Comave Zêzere, SA",4112,Participações capital - outros métodos,218,account.data_account_type_non_current_assets
4112002,"Chicken Shop, Lda",,,,
4113,Empréstimos concedidos,411,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
4113001,Empresa AAA,4113,Empréstimos concedidos,219,account.data_account_type_non_current_assets
4119,Outros investimentos financeiros,411,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
4119001,Empresa AAA,4119,Outros investimentos financeiros,220,account.data_account_type_non_current_assets
412,Investimentos em associadas,41,Investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
4121,Participações capital - método equivalência patrimonial,412,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
41211,Participação de capital,4121,Participações capital - método equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
41211001,Empresa AAA,41211,Participação de capital,221,account.data_account_type_non_current_assets
41212,Goodwill,4121,Participações capital - método equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
41212001,Empresa AAA,41212,Goodwill,222,account.data_account_type_non_current_assets
4122,Participações capital- outros métodos,412,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
4122001,Empresa AAA,4122,Participações capital- outros métodos,223,account.data_account_type_non_current_assets
4123,Empréstimos concedidos,412,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
4123001,Empresa AAA,4123,Empréstimos concedidos,224,account.data_account_type_non_current_assets
4129,Outros investimento financeiros,412,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
4129001,Empresa AAA,4129,Outros investimento financeiros,225,account.data_account_type_non_current_assets
413,Investimentos em entidade conjuntamente controladas,41,Investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
4131,Participações capital- metodo equivalencia patrimonial,413,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
41311,Participação de capital,4131,Participações capital- metodo equivalencia patrimonial,0,tko_account_pt_accounting.data_account_type_view
41311001,Empresa AAA,41311,Participação de capital,226,account.data_account_type_non_current_assets
41312,Goodwill,4131,Participações capital- metodo equivalencia patrimonial,0,tko_account_pt_accounting.data_account_type_view
41312001,Empresa AAA,41312,Goodwill,227,account.data_account_type_non_current_assets
4132,Participações capital - outros metodos,413,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
4132001,Empresa AAA,4132,Participações capital - outros metodos,228,account.data_account_type_non_current_assets
4133,Empréstimos concedidos,413,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
4133001,Empresa AAA,4133,Empréstimos concedidos,229,account.data_account_type_non_current_assets
4139,Outros investimento financeiros,413,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
4139001,Empresa AAA,4139,Outros investimento financeiros,230,account.data_account_type_non_current_assets
414,Investimentos noutras empresas,41,Investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
4141,Participações de capital,414,Investimentos noutras empresas,0,tko_account_pt_accounting.data_account_type_view
4141001,Empresa AAA,4141,Participações de capital,231,account.data_account_type_non_current_assets
4142,Empréstimos concedidos,414,Investimentos noutras empresas,0,tko_account_pt_accounting.data_account_type_view
4142001,Empresa AAA,4142,Empréstimos concedidos,232,account.data_account_type_non_current_assets
4149,Outros investimento financeiros,414,Investimentos noutras empresas,0,tko_account_pt_accounting.data_account_type_view
4149001,Empresa AAA,4149,Outros investimento financeiros,233,account.data_account_type_non_current_assets
415,Outros investimentos financeiros,41,Investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
4151,Detidos até à maturidade,415,Outros investimentos financeiros,234,account.data_account_type_non_current_assets
4152,Fundos,415,Outros investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
41521,Fundo Compensação Trabalho,4152,Fundos,235,account.data_account_type_non_current_assets
4158,Outros,415,Outros investimentos financeiros,235,tko_account_pt_accounting.data_account_type_view
419,Perdas por imparidade acumuladas,41,Investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
4191,Investimentos em subsidiárias,419,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
41911,Participações capital - método equivalência patrimonial,4191,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
419111,Participação de capital,41911,Participações capital - método equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
419111001,Empresa AAA,419111,Participação de capital,239,account.data_account_type_non_current_assets
419112,Goodwill,41911,Participações capital - método equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
419112001,Empresa AAA,419112,Goodwill,240,account.data_account_type_non_current_assets
41912,Participações capital - outros métodos,4191,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
41912001,Empresa AAA,41912,Participações capital - outros métodos,241,account.data_account_type_non_current_assets
41913,Empréstimos concedidos,4191,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
41913001,Empresa AAA,41913,Empréstimos concedidos,242,account.data_account_type_non_current_assets
41919,Outros investimentos financeiros,4191,Investimentos em subsidiárias,0,tko_account_pt_accounting.data_account_type_view
41919001,Empresa AAA,41919,Outros investimentos financeiros,243,account.data_account_type_non_current_assets
4192,Investimentos em associadas,419,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
41921,Participações capital - método equivalência patrimonial,4192,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
419211,Participação de capital,41921,Participações capital - método equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
419211001,Empresa AAA,419211,Participação de capital,244,account.data_account_type_non_current_assets
419212,Goodwill,41921,Participações capital - método equivalência patrimonial,0,tko_account_pt_accounting.data_account_type_view
419212001,Empresa AAA,419212,Goodwill,245,account.data_account_type_non_current_assets
41922,Participações capital- outros métodos,4192,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
41922001,Empresa AAA,41922,Participações capital- outros métodos,246,account.data_account_type_non_current_assets
41923,Empréstimos concedidos,4192,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
41923001,Empresa AAA,41923,Empréstimos concedidos,247,account.data_account_type_non_current_assets
41929,Outros investimento financeiros,4192,Investimentos em associadas,0,tko_account_pt_accounting.data_account_type_view
41929001,Empresa AAA,41929,Outros investimento financeiros,248,account.data_account_type_non_current_assets
4193,Investimentos em entidade conjuntamente controladas,419,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
41931,Participações capital- metodo equivalencia patrimonial,4193,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
419311,Participação de capital,41931,Participações capital- metodo equivalencia patrimonial,0,tko_account_pt_accounting.data_account_type_view
419311001,Empresa AAA,419311,Participação de capital,249,account.data_account_type_non_current_assets
419312,Goodwill,41931,Participações capital- metodo equivalencia patrimonial,0,tko_account_pt_accounting.data_account_type_view
419312001,Empresa AAA,419312,Goodwill,250,account.data_account_type_non_current_assets
41932,Participações capital - outros metodos,4193,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
41932001,Empresa AAA,41932,Participações capital - outros metodos,251,account.data_account_type_non_current_assets
41933,Empréstimos concedidos,4193,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
41933001,Empresa AAA,41933,Empréstimos concedidos,252,account.data_account_type_non_current_assets
41939,Outros investimento financeiros,4193,Investimentos em entidade conjuntamente controladas,0,tko_account_pt_accounting.data_account_type_view
41939001,Empresa AAA,41939,Outros investimento financeiros,253,account.data_account_type_non_current_assets
4194,Investimentos noutras empresas,419,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
41941,Participações de capital,4194,Investimentos noutras empresas,0,tko_account_pt_accounting.data_account_type_view
41941001,Empresa AAA,41941,Participações de capital,254,account.data_account_type_non_current_assets
41942,Empréstimos concedidos,4194,Investimentos noutras empresas,0,tko_account_pt_accounting.data_account_type_view
41942001,Empresa AAA,41942,Empréstimos concedidos,255,account.data_account_type_non_current_assets
41949,Outros investimento financeiros,4194,Investimentos noutras empresas,0,tko_account_pt_accounting.data_account_type_view
41949001,Empresa AAA,41949,Outros investimento financeiros,256,account.data_account_type_non_current_assets
4195,Outros investimentos financeiros,419,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
41951,Detidos até à maturidade,4195,Outros investimentos financeiros,257,account.data_account_type_non_current_assets
41952,Fundos,4195,Outros investimentos financeiros,0,tko_account_pt_accounting.data_account_type_view
419521,Fundo compensação trabalho,41952,Fundos,258,account.data_account_type_non_current_assets
41958,Outros,4195,Outros investimentos financeiros,258,account.data_account_type_non_current_assets
42,Propriedades de investimento,4,INVESTIMENTOS,0,tko_account_pt_accounting.data_account_type_view
421,Terrenos e recursos naturais,42,Propriedades de investimento,259,account.data_account_type_non_current_assets
422,Edifícios e outras construções,42,Propriedades de investimento,260,account.data_account_type_non_current_assets
426,Outras propriedades investimento,42,Propriedades de investimento,261,account.data_account_type_non_current_assets
428,Depreciações acumuladas,42,Propriedades de investimento,0,tko_account_pt_accounting.data_account_type_view
4281,Terrenos e recursos naturais,42,Propriedades de investimento,262,account.data_account_type_non_current_assets
4282,Edificios e outras construções,42,Propriedades de investimento,263,account.data_account_type_non_current_assets
4286,Outras propriedades de investimento,42,Propriedades de investimento,264,account.data_account_type_non_current_assets
429,Perdas por imparidade acumuladas,42,Propriedades de investimento,0,tko_account_pt_accounting.data_account_type_view
4291,Terrenos e recursos naturais,42,Propriedades de investimento,265,account.data_account_type_non_current_assets
4292,Edifícios e outras construções,42,Propriedades de investimento,266,account.data_account_type_non_current_assets
4296,Outras propriedades de investimento,42,Propriedades de investimento,267,account.data_account_type_non_current_assets
43,Activos Fixos Tangíveis,4,INVESTIMENTOS,0,tko_account_pt_accounting.data_account_type_view
431,Terrenos e recursos naturais,43,Activos Fixos Tangíveis,268,account.data_account_type_non_current_assets
432,Edifícios e outras construções,43,Activos Fixos Tangíveis,269,account.data_account_type_non_current_assets
433,Equipamento básico,43,Activos Fixos Tangíveis,270,account.data_account_type_non_current_assets
434,Equipamento de transporte,43,Activos Fixos Tangíveis,0,tko_account_pt_accounting.data_account_type_view
4341,Equipamento de transporte - VLP,434,Equipamento de transporte,271,account.data_account_type_non_current_assets
4342,Equipamento de transporte - V Elect,434,Equipamento de transporte,271,account.data_account_type_non_current_assets
4343,Equipamento de transporte - Outros,434,Equipamento de transporte,271,account.data_account_type_non_current_assets
435,Equipamento administrativo,43,Activos Fixos Tangíveis,272,account.data_account_type_non_current_assets
437,Outros activos fixos tangíveis,43,Activos Fixos Tangíveis,274,account.data_account_type_non_current_assets
438,Depreciações acumuladas,43,Activos Fixos Tangíveis,0,tko_account_pt_accounting.data_account_type_view
4381,Terrenos e recursos naturais,438,Depreciações acumuladas,275,account.data_account_type_non_current_assets
4382,Edificios e outras construções,438,Depreciações acumuladas,276,account.data_account_type_non_current_assets
4383,Equipamento básico,438,Depreciações acumuladas,277,account.data_account_type_non_current_assets
4384,Equipamento de transporte,438,Depreciações acumuladas,0,tko_account_pt_accounting.data_account_type_view
43841,Equipamento de transporte - VLP,4384,Equipamento de transporte,278,account.data_account_type_non_current_assets
43842,Equipamento de transporte - V Elect,4384,Equipamento de transporte,278,account.data_account_type_non_current_assets
43843,Equipamento de transporte - Outros,4384,Equipamento de transporte,278,account.data_account_type_non_current_assets
4385,Equipamento administrativo,438,Depreciações acumuladas,279,account.data_account_type_non_current_assets
4387,Outros activos fixos tangíveis,438,Depreciações acumuladas,281,account.data_account_type_non_current_assets
439,Perdas por imparidade acumuladas,43,Activos Fixos Tangíveis,0,tko_account_pt_accounting.data_account_type_view
4391,Terrenos e recursos naturais,438,Depreciações acumuladas,282,account.data_account_type_non_current_assets
4392,Edifícios e Outras Construções,439,Perdas por imparidade acumuladas,283,account.data_account_type_non_current_assets
4393,Equipamento Básico,438,Depreciações acumuladas,284,account.data_account_type_non_current_assets
4394,Equipamento de Transporte,439,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
43941,Equipamento de transporte - VLP,4394,Equipamento de Transporte,285,account.data_account_type_non_current_assets
43942,Equipamento de transporte - Outros,4394,Equipamento de Transporte,285,account.data_account_type_non_current_assets
4395,Equipamento Administrativo,439,Perdas por imparidade acumuladas,286,account.data_account_type_non_current_assets
4397,Outros Activos Fixos Tangíveis,439,Perdas por imparidade acumuladas,288,account.data_account_type_non_current_assets
44,Activos intangíveis,4,INVESTIMENTOS,0,tko_account_pt_accounting.data_account_type_view
441,Goodwill,44,Activos intangíveis,289,account.data_account_type_non_current_assets
442,Projectos de desenvolvimento,44,Activos intangíveis,290,account.data_account_type_non_current_assets
443,Programas de computador,44,Activos intangíveis,291,account.data_account_type_non_current_assets
444,Propriedade industrial,44,Activos intangíveis,292,account.data_account_type_non_current_assets
446,Outros activos intangíveis,44,Activos intangíveis,293,account.data_account_type_non_current_assets
448,Amortizações acumuladas,44,Activos intangíveis,0,tko_account_pt_accounting.data_account_type_view
4481,Goodwill,448,Amortizações acumuladas,294,account.data_account_type_non_current_assets
4482,Projetos de desenvolvimento,448,Amortizações acumuladas,295,account.data_account_type_non_current_assets
4483,Programas computador,448,Amortizações acumuladas,296,account.data_account_type_non_current_assets
4484,Propriedade industrial,448,Amortizações acumuladas,297,account.data_account_type_non_current_assets
4486,Outros activos intangíveis,448,Amortizações acumuladas,298,account.data_account_type_non_current_assets
449,Perdas por imparidade acumuladas,44,Activos intangíveis,0,tko_account_pt_accounting.data_account_type_view
4491,Goodwill,449,Perdas por imparidade acumuladas,299,account.data_account_type_non_current_assets
4492,Projetos de desenvolvimento,449,Perdas por imparidade acumuladas,300,account.data_account_type_non_current_assets
4493,Programas computador,449,Perdas por imparidade acumuladas,301,account.data_account_type_non_current_assets
4494,Propriedade industrial,449,Perdas por imparidade acumuladas,302,account.data_account_type_non_current_assets
4496,Outros activos intangíveis,449,Perdas por imparidade acumuladas,303,account.data_account_type_non_current_assets
45,Investimento em curso,4,INVESTIMENTOS,0,tko_account_pt_accounting.data_account_type_view
451,Investimentos financeiros em curso,45,Investimento em curso,304,account.data_account_type_non_current_assets
452,Propriedades de investimento em curso,45,Investimento em curso,305,account.data_account_type_non_current_assets
453,Activos fixos tangiveis em curso,45,Investimento em curso,306,account.data_account_type_non_current_assets
454,Activos intangíveis em curso,45,Investimento em curso,307,account.data_account_type_non_current_assets
455,Adiantamentos por conta investimentos,45,Investimento em curso,0,tko_account_pt_accounting.data_account_type_view
4551,Investimentos financeiros em curso,455,Adiantamentos por conta investimentos,308,account.data_account_type_non_current_assets
4552,Propriedades de investimento em curso,455,Adiantamentos por conta investimentos,309,account.data_account_type_non_current_assets
4553,Ativos fixos tangiveis em curso,455,Adiantamentos por conta investimentos,310,account.data_account_type_non_current_assets
4554,Ativos Intangíveis em curso,455,Adiantamentos por conta investimentos,311,account.data_account_type_non_current_assets
459,Perdas por imparidade acumuladas,45,Investimento em curso,0,tko_account_pt_accounting.data_account_type_view
4591,PIA - Investimentos financeiros em curso,459,Perdas por imparidade acumuladas,312,account.data_account_type_non_current_assets
4592,PIA - Propriedades de investimento em curso,459,Perdas por imparidade acumuladas,313,account.data_account_type_non_current_assets
4593,PIA - Ativos fixos tangíveis em curso,459,Perdas por imparidade acumuladas,314,account.data_account_type_non_current_assets
4594,PIA -  Ativos fixos intangíveis em curso,459,Perdas por imparidade acumuladas,315,account.data_account_type_non_current_assets
4595,PIA - Adiantamentos por conta de investimentos,459,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
45951,PIA - Adiantamentos - Investimentos financeiros em curso,4595,PIA - Adiantamentos por conta de investimentos,316,account.data_account_type_non_current_assets
45952,PIA - Adiantamentos - Propriedades de investimento em curso,4595,PIA - Adiantamentos por conta de investimentos,317,account.data_account_type_non_current_assets
45953,PIA - Adiantamentos - Ativos fixos tangíveis em curso,4595,PIA - Adiantamentos por conta de investimentos,318,account.data_account_type_non_current_assets
45954,PIA - Adiantamentos - Ativos fixos intangíveis em curso,4595,PIA - Adiantamentos por conta de investimentos,319,account.data_account_type_non_current_assets
46,Activos não correntes detidos para venda,4,INVESTIMENTOS,0,tko_account_pt_accounting.data_account_type_view
461,Investimentos financeiros,46,Activos não correntes detidos para venda,320,account.data_account_type_non_current_assets
462,Propriedades de investimento,46,Activos não correntes detidos para venda,321,account.data_account_type_non_current_assets
463,Ativos fixos tangiveis,46,Activos não correntes detidos para venda,0,tko_account_pt_accounting.data_account_type_view
4631,Terrenos e recursos naturais,463,Ativos fixos tangiveis,322,account.data_account_type_non_current_assets
4632,Edifícios e outras construções,463,Ativos fixos tangiveis,322,account.data_account_type_non_current_assets
4633,Equipamento básico,463,Ativos fixos tangiveis,322,account.data_account_type_non_current_assets
4634,Equipamento de transporte,463,Ativos fixos tangiveis,322,account.data_account_type_non_current_assets
4635,Equipamento administrativo,463,Ativos fixos tangiveis,322,account.data_account_type_non_current_assets
4636,Equipamento biológico,463,Ativos fixos tangiveis,322,account.data_account_type_non_current_assets
4637,Outros ativos fixos tangíveis,463,Ativos fixos tangiveis,322,account.data_account_type_non_current_assets
464,Activos intangiveis,46,Activos não correntes detidos para venda,323,account.data_account_type_non_current_assets
465,Outros,46,Activos não correntes detidos para venda,324,account.data_account_type_non_current_assets
466,Passivos não correntes detidos para venda,46,Activos não correntes detidos para venda,325,account.data_account_type_non_current_assets
469,Perdas por imparidade acumuladas,46,Activos não correntes detidos para venda,0,tko_account_pt_accounting.data_account_type_view
4691,PIA - Em Investimentos financeiros,469,Perdas por imparidade acumuladas,326,account.data_account_type_non_current_assets
4692,PIA - Em Propriedades de investimento,469,Perdas por imparidade acumuladas,327,account.data_account_type_non_current_assets
4693,PIA - Em Activos fixos tangiveis,469,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
46931,PIA - Em Terrenos e recursos naturais,4693,PIA - Em Activos fixos tangiveis,326,account.data_account_type_non_current_assets
46932,PIA - Em Edifícios e outras construções,4693,PIA - Em Activos fixos tangiveis,327,account.data_account_type_non_current_assets
46933,PIA - Em Equipamento básico,4693,PIA - Em Activos fixos tangiveis,328,account.data_account_type_non_current_assets
46934,PIA - Em Equipamento de transporte,4693,PIA - Em Activos fixos tangiveis,328,account.data_account_type_non_current_assets
46935,PIA - Em Equipamento administrativo,4693,PIA - Em Activos fixos tangiveis,328,account.data_account_type_non_current_assets
46936,PIA - Em Equipamento biológicos,4693,PIA - Em Activos fixos tangiveis,328,account.data_account_type_non_current_assets
46937,PIA - Em outros activos fixos tangiveis,4693,PIA - Em Activos fixos tangiveis,328,account.data_account_type_non_current_assets
4694,PIA - Em Activos intangiveis,469,Perdas por imparidade acumuladas,329,account.data_account_type_non_current_assets
4695,PIA - Outros,469,Perdas por imparidade acumuladas,330,account.data_account_type_non_current_assets
5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,Your Company,0,tko_account_pt_accounting.data_account_type_view
51,Capital subscrito,5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,tko_account_pt_accounting.data_account_type_view
511,Capital subscrito - acções,51,Capital subscrito,331,account.data_account_type_equity
52,Acções (quotas) próprias,5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,tko_account_pt_accounting.data_account_type_view
521,Valor nominal,52,Acções (quotas) próprias,332,account.data_account_type_equity
522,Descontos e prémios,52,Acções (quotas) próprias,333,account.data_account_type_equity
53,Outros instrumentos capital próprio,5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,tko_account_pt_accounting.data_account_type_view
531,Outros instrumentos capital próprio,53,Outros instrumentos capital próprio,334,account.data_account_type_equity
54,Prémios de emissão,5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,tko_account_pt_accounting.data_account_type_view
541,Prémios de emissão,54,Prémios de emissão,335,account.data_account_type_equity
55,Reservas,5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,tko_account_pt_accounting.data_account_type_view
551,Reservas legais,55,Reservas,336,account.data_account_type_equity
552,Outras reservas,55,Reservas,337,account.data_account_type_equity
56,Resultados transitados,5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,tko_account_pt_accounting.data_account_type_view
561,Resultados transitados,56,Resultados transitados,338,account.data_account_type_equity
57,Ajustamentos activos financeiros,5,"CAPITAL, RESERVAS E RESULTADOS TRANSITADOS",0,tko_account_pt_accounting.data_account_type_view
571,Relac. mét. equiv. patrimonial,57,Ajustamentos activos financeiros,0,tko_account_pt_accounting.data_account_type_view
5711,Ajustamentos de transição,571,Relac. mét. equiv. patrimonial,339,account.data_account_type_equity
5712,Lucros não atribuídos,571,Relac. mét. equiv. patrimonial,340,account.data_account_type_equity
5713,Decorrentes de outras variações nos cap. próprios das participadas,571,Relac. mét. equiv. patrimonial,341,account.data_account_type_equity
579,Outros ajustamentos em activos financeiros,57,Ajustamentos activos financeiros,342,account.data_account_type_equity
